job_id,job_role,company,experience,salary,location,rating,reviews,responsibilities,posted_on,job_link,company_link,job_description,tags,company_logo_url
140624011582,Exhibition Stand Designer /  3D Designer,SAMRIDDHI IMPEX,3-8 Yrs,3-8 Lacs PA,Noida(Sector-83 Noida),,,"3D,Rendering,3D Modeler,3D Designing,3D Modeling,Sketchup,AutoCAD 3D,VRAY",1 Day Ago,https://www.naukri.com/job-listings-exhibition-stand-designer-3d-designer-samriddhi-impex-noida-3-to-8-years-140624011582,https://www.naukri.com/samriddhi-impex-jobs-careers-972014,"Bachelors degree or Diploma in Design, Architecture, or a related field. . 3+ years of ...","3D, Rendering, 3D Modeler, 3D Designing, 3D Modeling, Sketchup, AutoCAD 3D, VRAY",
140624011376,Digital Marketing Manager,SAMRIDDHI IMPEX (Triumfo),4-8 Yrs,6-8 Lacs PA,Noida(Sector-83 Noida),,,"Digital Campaigns,Digital Marketing,Email Marketing,Online Lead Generation,Performance Marketing,PPC,Google AdWords,Social Media Marketing",1 Day Ago,https://www.naukri.com/job-listings-digital-marketing-manager-samriddhi-impex-triumfo-noida-4-to-8-years-140624011376,https://www.naukri.com/samriddhi-impex-jobs-careers-972014,"Oversee the development and maintenance of the companys website, ensuring its effective...","Digital Campaigns, Digital Marketing, Email Marketing, Online Lead Generation, Performance Marketing, PPC, Google AdWords, Social Media Marketing",
140624007224,Planning Engineer,La Sorogeeka Interiors,6-9 Yrs,Not disclosed,Noida(Yakubpur),3.4,27  Reviews,"Scheduling,Planning,Primavera,Planning Engineering,Project Scheduling,Project,Engineering",1 Day Ago,https://www.naukri.com/job-listings-planning-engineer-la-sorogeeka-interiors-noida-6-to-9-years-140624007224,https://www.naukri.com/la-sorogeeka-jobs-careers-5846698,Escalate matters as required to MD- in case the activities not completed on time. Proac...,"Scheduling, Planning, Primavera, Planning Engineering, Project Scheduling, Project, Engineering",
140624005484,Management Trainee || Talent Acquisition,Synergy Innovation,0-1 Yrs,1-2.5 Lacs PA,"Noida(Noida Extension), Lucknow, Greater Noida(Dadri +2)",,,"Talent Acquisition,Staffing,Analytical Skills,End To End Recruitment,Business Communication Skills,Sourcing,Interviewing,Recruitment",1 Day Ago,https://www.naukri.com/job-listings-management-trainee-talent-acquisition-synergy-innovation-noida-lucknow-greater-noida-0-to-1-years-140624005484,,5 days working Proven work experience as an HR Recruiter Experience with sourcing techn...,"Talent Acquisition, Staffing, Analytical Skills, End To End Recruitment, Business Communication Skills, Sourcing, Interviewing, Recruitment",
130624011032,Content Management Executive,Dailyhunt,1-2 Yrs,"50,000-2 Lacs PA",Noida(Noida-Greater Noida Expressway +1),3.9,53  Reviews,"Proficient in uploading videos on platforms such as YouTube,and Twitter. Strong knowledge of SEO/SMO techniques,keywords,sports,Instagram,Facebook,including effective use of tags,Youtube",2 Days Ago,https://www.naukri.com/job-listings-content-management-executive-dailyhunt-noida-1-to-2-years-130624011032,https://www.naukri.com/dailyhunt-jobs-careers-264249,Available to work in rotational shifts as requiredMale Candidates. Work from Office. Da...,"Proficient in uploading videos on platforms such as YouTube, and Twitter. Strong knowledge of SEO/SMO techniques, keywords, sports, Instagram, Facebook, including effective use of tags, Youtube",https://img.naukimg.com/logo_images/groups/v1/1940648.gif
130624010336,Network Engineer L1,Gxi Networks,1-5 Yrs,"50,000-3 Lacs PA","Noida(Noida-Greater Noida Expressway), New Delhi, Delhi / NCR",,,"Troubleshooting Skills,Routing And Switching,Routing,Routing Protocols,CCNA,CCNP,Switching,Cisco Routers",2 Days Ago,https://www.naukri.com/job-listings-network-engineer-l1-gxi-networks-noida-new-delhi-delhi-ncr-1-to-5-years-130624010336,https://www.naukri.com/gxi-networks-jobs-careers-5664780,The position is subject to shift work and a candidate would be expected to move to diff...,"Troubleshooting Skills, Routing And Switching, Routing, Routing Protocols, CCNA, CCNP, Switching, Cisco Routers",
130624009409,Client Service Representative (Exhibitions & Events),Sconce Global,3-4 Yrs,5.5-6.5 Lacs PA,Noida(Sector-81 Noida),3.8,17  Reviews,"Client Servicing,Communication Skills,Presentation Skills,Time Management,Event Management,Adaptability,Client Relationship,Problem Solving Skills",2 Days Ago,https://www.naukri.com/job-listings-client-service-representative-exhibitions-events-sconce-global-pvt-ltd-noida-3-to-4-years-130624009409,https://www.naukri.com/sconce-global-jobs-careers-3065312,"Preferred candidate profile . Detail-oriented, communicative, and adaptable candidate w...","Client Servicing, Communication Skills, Presentation Skills, Time Management, Event Management, Adaptability, Client Relationship, Problem Solving Skills",
130624006781,Account Executive,DJ PVT LTD,3-6 Yrs,3.5-5 Lacs PA,Noida(Phase-II),,,"GOOD KNOWLEDGE OF BOOK KEEPING,TDS,GST,Book Keeping,Accounting",2 Days Ago,https://www.naukri.com/job-listings-account-executive-dj-pvt-ltd-noida-3-to-6-years-130624006781,https://www.naukri.com/divya-jewellers-jobs-careers-679698,Role & responsibilities DAY TO DAY ACCOUNTING WORKPreferred candidate profile B-COM GRA...,"GOOD KNOWLEDGE OF BOOK KEEPING, TDS, GST, Book Keeping, Accounting",
130624006497,Night Manager - Sales and Operations,University Living Accommodation,7-10 Yrs,8-12 Lacs PA,Noida(Sector-136 Noida),3.9,70  Reviews,"Sales Operations,Communication Skills,operations,Operations Management,Management,Sales,Servicing",2 Days Ago,https://www.naukri.com/job-listings-night-manager-sales-and-operations-university-living-accommodation-noida-7-to-10-years-130624006497,https://www.naukri.com/university-living-accommodation-jobs-careers-3042012,Role & responsibilities Preferred candidate profile Perks and benefits,"Sales Operations, Communication Skills, operations, Operations Management, Management, Sales, Servicing",https://img.naukimg.com/logo_images/groups/v1/4636933.gif
120624014671,Vice President Sales,Bullmen Realty,1-6 Yrs,"50,000-1 Lacs PA","Noida(Noida-Greater Noida Expressway +1), Gurugram",2.9,132  Reviews,"Customer Calling,Commercial Sales,Real Estate Sales,Residential Sales,Customer Handling,Real Estate,sales,Handling",2 Days Ago,https://www.naukri.com/job-listings-vice-president-sales-bullmen-realty-pvt-ltd-noida-gurugram-1-to-6-years-120624014671,https://www.naukri.com/bullmen-realty-jobs-careers-2079462,The candidates applying for the said location mentioned must have experience in working...,"Customer Calling, Commercial Sales, Real Estate Sales, Residential Sales, Customer Handling, Real Estate, sales, Handling",https://img.naukimg.com/logo_images/groups/v1/1566666.gif
110624000170,TEAM Leader {SALES Department},Porter,0-5 Yrs,"50,000-2.5 Lacs PA",Noida(Noida-Greater Noida Expressway),4.2,633  Reviews,"Team Handling,Advanced Excel,Business Development,Target Achievement,Team Management,Cold Calling,Sales Development,Revenue Generation",4 Days Ago,https://www.naukri.com/job-listings-team-leader-sales-department-porter-noida-0-to-5-years-110624000170,https://www.naukri.com/porter-jobs-careers-1706626,Minimum Graduate with 2-3 Years of Experience Strong network in logistics / related ind...,"Team Handling, Advanced Excel, Business Development, Target Achievement, Team Management, Cold Calling, Sales Development, Revenue Generation",https://img.naukimg.com/logo_images/groups/v1/2543314.gif
090422000267,"Accounts Executive, Accounts & Finance Executive - Semi qualified CA",Kush Kochar,1-6 Yrs,2-5 Lacs PA,"Noida(Sector-142 Noida), New Delhi(Netaji Subhash Place +1), Delhi / NCR",,,"Accounting,Accounts executive,accounts receivable,Tally,TDS,Finance,Busy,Banking",3 Days Ago,https://www.naukri.com/job-listings-accounts-executive-accounts-finance-executive-semi-qualified-ca-kush-kochar-noida-new-delhi-delhi-ncr-1-to-6-years-090422000267,https://www.naukri.com/kush-kochar-jobs-careers-4560436,"Tally is mustof - GST Returns, TDS Returns, Salary, Cash Management, Bank Reconciliatio...","Accounting, Accounts executive, accounts receivable, Tally, TDS, Finance, Busy, Banking",
270324008131,Sales Manager/ Sr Sales Manager in LED Lighting Industry,Calcom Vision,5-7 Yrs,6-7.5 Lacs PA,"Gurugram, Delhi / NCR(Greater Noida West +1), Mumbai (All Areas)",3.6,57  Reviews,"Sales And Marketing,Sales Development,Sales Management,Sales,B2B Sales,Business Development Management,B2B,Business development",8 Days Ago,https://www.naukri.com/job-listings-sales-manager-sr-sales-manager-in-led-lighting-industry-calcom-vision-gurugram-delhi-ncr-mumbai-all-areas-5-to-7-years-270324008131,https://www.naukri.com/calcom-vision-jobs-careers-5596988,Primary Responsibility Handling Large/Medium sized customer(s) for their Sales and Coll...,"Sales And Marketing, Sales Development, Sales Management, Sales, B2B Sales, Business Development Management, B2B, Business development",https://img.naukimg.com/logo_images/groups/v1/4658417.gif
230424009408,Executive / Sr. Executive - Accounts,Jakson Group,6-11 Yrs,Not disclosed,Noida(Hosiery Complex),4.4,980  Reviews,"Accounting,Sap Hana,SAP,Accounting Operations,General Accounting,Finance And Accounts,Accounts Payable,Payables",4 Days Ago,https://www.naukri.com/job-listings-executive-sr-executive-accounts-jakson-group-noida-6-to-11-years-230424009408,https://www.naukri.com/jakson-group-jobs-careers-29644,"Role & responsibilities  Receive, process, and verify invoices.Authorize and schedule p...","Accounting, Sap Hana, SAP, Accounting Operations, General Accounting, Finance And Accounts, Accounts Payable, Payables",https://img.naukimg.com/logo_images/groups/v1/4189870.gif
160422002814,Customer Service Executive For NABL accredited laboratory,AES Laboratories,0-3 Yrs,1.5-2.5 Lacs PA,Noida(Phase-II),2.9,49  Reviews,"Quotation,Customer Support,Work Order,Email Writing,Team Management,Customer Service,MS Excel,Computer Proficiency",3 Days Ago,https://www.naukri.com/job-listings-customer-service-executive-for-nabl-accredited-laboratory-aes-laboratories-noida-0-to-3-years-160422002814,https://www.naukri.com/aes-laboratories-jobs-careers-1374454,Candidate shall be minimum graduate with excellent knowledge of computersExperience in ...,"Quotation, Customer Support, Work Order, Email Writing, Team Management, Customer Service, MS Excel, Computer Proficiency",
150624004254,MIS Executive Cum HR & Admin,Synergy Innovation,1-2 Yrs,1.5-3 Lacs PA,"Noida(Noida Extension +1), Greater Noida(Dadri +8)",,,"Google Sheets,Administration,Human Resource Management,FMS,Advanced Ms Excel,Google Apps Script,MIS Operations,Advanced Excel",Few Hours Ago,https://www.naukri.com/job-listings-mis-executive-hr-admin-synergy-innovation-noida-greater-noida-1-to-2-years-150624004254,https://www.naukri.com/synergy-innovation-jobs-careers-1090250,We are seeking a dynamic MIS Executive cum HR & Admin professional to join our team. Th...,"Google Sheets, Administration, Human Resource Management, FMS, Advanced Ms Excel, Google Apps Script, MIS Operations, Advanced Excel",
120624906470,Project Engineer,Layam,5-10 Yrs,2.25-5 Lacs PA,Noida(Sector-132 Noida),,,"Project Engineering,Project Estimation,Switchgear,AutoCAD,Site Execution,Site Engineering,Project Coordination,Eplan",3 Days Ago,https://www.naukri.com/job-listings-project-engineer-layam-management-solutions-pvt-ltd-noida-5-to-10-years-120624906470,https://www.naukri.com/layam-jobs-careers-739105,Organizational Competencies. (Critical competencies required for the position under eac...,"Project Engineering, Project Estimation, Switchgear, AutoCAD, Site Execution, Site Engineering, Project Coordination, Eplan",https://img.naukimg.com/logo_images/groups/v1/4682741.gif
120624005684,General Manager (Exhibitions and Events),Sconce Global,10-15 Yrs,12-18 Lacs PA,Noida(Sector-81 Noida),3.8,17  Reviews,"Exhibitions,Team Management,Communication Skills,Events,Client Relationship Management,Event Management,Event Operations,Strategic Planning",3 Days Ago,https://www.naukri.com/job-listings-general-manager-exhibitions-and-events-sconce-global-noida-10-to-15-years-120624005684,https://www.naukri.com/sconce-global-jobs-careers-3065312,Preferred candidate profile . candidate should have 10-15 years of relevant experience ...,"Exhibitions, Team Management, Communication Skills, Events, Client Relationship Management, Event Management, Event Operations, Strategic Planning",
110624007816,Team leader Real Estate,Vasudev Edifice,3-7 Yrs,6-14 Lacs PA,Noida(Noida-Greater Noida Expressway),,,"Communication Skills,Pro Active,Written Communication,Customer Experience,Service Quality,Customer Satisfaction,Customer Retention,Persistency",4 Days Ago,https://www.naukri.com/job-listings-team-leader-real-estate-vasudev-edifice-noida-3-to-7-years-110624007816,https://www.naukri.com/vasudev-edifice-jobs-careers-124130476,"Qualifications: . Education: Bachelors degree in business, real estate, marketing, or a...","Communication Skills, Pro Active, Written Communication, Customer Experience, Service Quality, Customer Satisfaction, Customer Retention, Persistency",
110624007693,HR Executive,Global Dent Aids Pvt. Ltd.,,3-3.5 Lacs PA,,3.8,29  Reviews,"Joining Formalities,HR Operations,Induction,MIS Updation,Exit Formalities,Recruitment,Exit Process,Onboarding",4 Days Ago,https://www.naukri.com/job-listings-hr-executive-global-dent-aids-pvt-ltd-noida-2-to-3-years-110624007693,https://www.naukri.com/global-dent-aids-jobs-careers-679092,"Good knowledge of Excel, Word and computer","Joining Formalities, HR Operations, Induction, MIS Updation, Exit Formalities, Recruitment, Exit Process, Onboarding",
160524005856,"Senior Associate - Thought Leadership, Mumbai / Pune / Banagalore",BDO India,0-3 Yrs,Not disclosed,"Pune, Gurugram, Mumbai (All Areas)",3.5,480  Reviews,"Audit Assurance,Quality Audit,Assurance,External Audit,Quality Reviews,Senior,Leadership,Quality",2 Days Ago,https://www.naukri.com/job-listings-senior-associate-thought-leadership-mumbai-pune-banagalore-bdo-india-pune-gurugram-mumbai-all-areas-0-to-3-years-160524005856,https://www.naukri.com/bdo-india-jobs-careers-498101,"Role & responsibilities:  Carrying out research and analysis of matters related to AS, ...","Audit Assurance, Quality Audit, Assurance, External Audit, Quality Reviews, Senior, Leadership, Quality",https://img.naukimg.com/logo_images/groups/v1/746982.gif
140624011359,Cloud Sales Executive,Hurix Digital,2-7 Yrs,Not disclosed,"Hybrid - Mumbai, Pune, Chennai",3.6,161  Reviews,"Enterprise Sales,Negotiation,Sales,Lead Generation,Cloud Sales,Deal Closure,Client Relationship Management,Generation",1 Day Ago,https://www.naukri.com/job-listings-cloud-sales-executive-hurix-digital-mumbai-pune-chennai-2-to-7-years-140624011359,https://www.naukri.com/hurix-jobs-careers-530,Were looking for someone with: . 27 years of experience in sales (cloud sales experienc...,"Enterprise Sales, Negotiation, Sales, Lead Generation, Cloud Sales, Deal Closure, Client Relationship Management, Generation",https://www.naukri.com/hotjobs/images/v3/hurixjul16.gif
130624008584,Job Opening For ServiceNow QA,Hexaware Technologies,3-5 Yrs,5-10 Lacs PA,"Pune, Chennai, Mumbai (All Areas)",3.6,4907  Reviews,"Servicenow,Servicenow Test,Snow,Servicenow QA,Software testing,Quality assurance",2 Days Ago,https://www.naukri.com/job-listings-opening-for-servicenow-qa-hexaware-technologies-pune-chennai-mumbai-all-areas-3-to-5-years-130624008584,https://www.naukri.com/hexaware-technologies-jobs-careers-9815,Total Experience: YearsRelevant Experience: Years,"Servicenow, Servicenow Test, Snow, Servicenow QA, Software testing, Quality assurance",https://img.naukimg.com/logo_images/groups/v1/12466.gif
050522005535,Freshers Opening  -Process executive-Hyderabad-Voice process,Cognizant,0 Yrs,2-2.5 Lacs PA,Hyderabad/Secunderabad,3.9,42955  Reviews,"non voice process,written communication,US Payroll,communication skills,Freshers,Voice,Payroll,Non voice",5 Days Ago,https://www.naukri.com/job-listings-freshers-opening-process-executive-hyderabad-voice-process-cognizant-hyderabad-secunderabad-0-to-0-years-050522005535,https://www.naukri.com/cognizant-jobs-careers-2114,Ability to work in night shifts Education 2022 Passouts should have all the marksheets ...,"non voice process, written communication, US Payroll, communication skills, Freshers, Voice, Payroll, Non voice",https://img.naukimg.com/logo_images/groups/v1/4156.gif
140624008725,Architectural Draughtsman,Karch Architects,3-8 Yrs,Not disclosed,"Pune, Mumbai (All Areas)",1.0,2  Reviews,"Working Drawings,architectural design,lumin,Draftsman Activities,AutoCAD,revit,Presentation Drawings,photoshop",1 Day Ago,https://www.naukri.com/job-listings-architectural-draughtsman-karch-architects-pune-mumbai-all-areas-3-to-8-years-140624008725,https://www.naukri.com/karch-architects-jobs-careers-123726463,"Roles and Responsibilities . Computer software skills such as Auto CAD, Revit, excel et...","Working Drawings, architectural design, lumin, Draftsman Activities, AutoCAD, revit, Presentation Drawings, photoshop",
140624008711,Architect,Karch Architects,1-6 Yrs,Not disclosed,"Mumbai Suburban, Pune",1.0,2  Reviews,"Autocad,Working Drawings,Presentation Drawings,Detail Drawings,High Rise Building AutoCAD SketchupLumionArchitecture,Lumion,sketup,Detailing",1 Day Ago,https://www.naukri.com/job-listings-architect-karch-architects-mumbai-suburban-pune-1-to-6-years-140624008711,https://www.naukri.com/karch-architects-jobs-careers-123726463,The candidate should be able to coordinate with other consultants e.g Smart & Presentab...,"Autocad, Working Drawings, Presentation Drawings, Detail Drawings, High Rise Building AutoCAD SketchupLumionArchitecture, Lumion, sketup, Detailing",
140624006713,Digital : Salesforce Development and Technical Design,Tata Consultancy Services (TCS),6-11 Yrs,Not disclosed,"Pune, Mumbai (All Areas)",3.8,76220  Reviews,"Visualforce Development,Salesforce Lightning,Apex,Salesforce,Lightning,Lwc,Development,Technical design",1 Day Ago,https://www.naukri.com/job-listings-digital-salesforce-development-and-technical-design-tata-consultancy-services-tcs-pune-mumbai-all-areas-6-to-11-years-140624006713,https://www.naukri.com/tata-consultancy-services-tcs-jobs-careers-13542,Experience Range: 6 to 12 Years At least 4+ Years of Salesforce experience . Strong exp...,"Visualforce Development, Salesforce Lightning, Apex, Salesforce, Lightning, Lwc, Development, Technical design",https://img.naukimg.com/logo_images/groups/v1/223346.gif
130624913396,Application Developer,Accenture,3-8 Yrs,Not disclosed,"Mumbai, Pune",4.0,47695  Reviews,"sap,sap module,software development life cycle,sap abap development,sap hana,web services,application development,sql",1 Day Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-pune-3-to-8-years-130624913396,https://www.naukri.com/accenture-jobs-careers-7682,Minimum 3 year(s) of experience is required. Educational Qualification : GraduateExperi...,"sap, sap module, software development life cycle, sap abap development, sap hana, web services, application development, sql",https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif
130624006574,Relationship Manager - Business Banking,ICICI Bank,3-8 Yrs,Not disclosed,"Mumbai, Pune, Ahmedabad",4.0,34001  Reviews,"Sales,Relationship Management,Business banking,Relationship,Management",2 Days Ago,https://www.naukri.com/job-listings-relationship-manager-business-banking-icici-bank-mumbai-pune-ahmedabad-3-to-8-years-130624006574,https://www.naukri.com/icici-bank-jobs-careers-10081,"Key Qualifications & Skills . Education Qualification: MBA, Chartered Accountants, Engi...","Sales, Relationship Management, Business banking, Relationship, Management",https://www.naukri.com/hotjobs/images/v3/icicibank_nov13.gif
100624004186,Financial Analyst - Investment banking interviews at Indore,eClerx,,"50,000-2.25 Lacs PA",,3.5,4350  Reviews,"Investment Banking,Capital Markets,Kyc Operations,Transaction Processing,Investment Banking Operations,Financial Operations,Capital market,Process",5 Days Ago,https://www.naukri.com/job-listings-financial-analyst-investment-banking-interviews-at-indore-eclerx-navi-mumbai-pune-0-to-2-years-100624004186,https://www.naukri.com/eclerx-jobs-careers-7679,Shifts : Rotational shiftsWere on the lookout for talented #mbafreshers and graduates w...,"Investment Banking, Capital Markets, Kyc Operations, Transaction Processing, Investment Banking Operations, Financial Operations, Capital market, Process",https://www.naukri.com/hotjobs/images/v3/eclerxmar18.gif
150624006058,Oracle Cloud Maintenance Consultant,Birlasoft,5-10 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru",3.8,2416  Reviews,"Oracle Cloud,cloud maintenance,Oracle Fusion,Cloud,Fusion,Maintenance,Consulting,Oracle",Just Now,https://www.naukri.com/job-listings-oracle-cloud-maintenance-consultant-birlasoft-hyderabad-pune-bengaluru-5-to-10-years-150624006058,https://www.naukri.com/birlasoft-jobs-careers-152,About the Job: . We are seeking a skilled Oracle Cloud Maintenance Consultant with a mi...,"Oracle Cloud, cloud maintenance, Oracle Fusion, Cloud, Fusion, Maintenance, Consulting, Oracle",https://www.naukri.com/hotjobs/images/v3/birlasoftmay16.gif
140723006541,AI Application Engineer - Generative AI - All Genpact locations,Genpact,4-8 Yrs,Not disclosed,"Kolkata, Pune, Bangalore/Bengaluru",3.9,26732  Reviews,"Aiml,Ml,GEN AI,GENERATIVE AI,Application,Artificial Intelligence,Gen,Application engineering",4 Days Ago,https://www.naukri.com/job-listings-ai-application-engineer-generative-ai-all-genpact-locations-genpact-kolkata-pune-bangalore-bengaluru-4-to-8-years-140723006541,https://www.naukri.com/genpact-jobs-careers-25103,"In this role, you will be responsible for developing, implementing, and optimizing AI-p...","Aiml, Ml, GEN AI, GENERATIVE AI, Application, Artificial Intelligence, Gen, Application engineering",https://www.naukri.com/hotjobs/images/v3/genpactindia_dec18.gif
140624008811,Urgent requirement For .Net Developer/Lead (Winforms)-Immediate Joiner,Infogain,6-11 Yrs,Not disclosed,"Hybrid - Noida, Pune, Bengaluru",3.6,934  Reviews,"C#,OOPS,ASP.Net,SQL Server,.Net,Requirements,Server,Winforms",1 Day Ago,https://www.naukri.com/job-listings-urgent-requirement-for-net-developer-lead-winforms-immediate-joiner-infogain-noida-pune-bengaluru-6-to-11-years-140624008811,https://www.naukri.com/infogain-jobs-careers-571,Location: Noida / Bangalore/Pune / Gurgaon . Notice period- Less than 30 Days . Educati...,"C#, OOPS, ASP.Net, SQL Server, .Net, Requirements, Server, Winforms",https://www.naukri.com/hotjobs/images/v3/infogain.gif
130624007907,SAP BO & Crystal Report LEAD,Birlasoft,6-10 Yrs,15-30 Lacs PA,"Noida, Pune, Bangalore Rural",3.8,2416  Reviews,"SAP BO,Crystal Report,SQL,Saps,Reporting,Bo,Crystal,SAP",2 Days Ago,https://www.naukri.com/job-listings-sap-bo-crystal-report-lead-birlasoft-noida-pune-bangalore-rural-6-to-10-years-130624007907,https://www.naukri.com/birlasoft-jobs-careers-152,Educational Background Any GraduateHands on experience on SAP Business objects Crystal ...,"SAP BO, Crystal Report, SQL, Saps, Reporting, Bo, Crystal, SAP",https://img.naukimg.com/logo_images/groups/v1/219806.gif
130624007484,Fullstack Developer,Infogain,5-10 Yrs,Not disclosed,"Hybrid - Noida, Pune, Bangalore Rural",3.6,934  Reviews,".Net Core,Javascript,SQL,Azure,ASP.NET Core,ReactJS,Full Stack,.Net",2 Days Ago,https://www.naukri.com/job-listings-fullstack-developer-infogain-noida-pune-bangalore-rural-5-to-10-years-130624007484,https://www.naukri.com/infogain-jobs-careers-571,"Strong communication skills, ability to work collaboratively in a team environment, wil...",".Net Core, Javascript, SQL, Azure, ASP.NET Core, ReactJS, Full Stack, .Net",https://www.naukri.com/hotjobs/images/v3/infogain.gif
130624000136,Sap Cloud Platform Integration Consultant,Birlasoft,8-13 Yrs,Not disclosed,"Hyderabad, Pune, Bangalore Rural",3.8,2416  Reviews,"Groovy Scripting,Cloud Platform Integration,Sap Pi Po,Sap Cpi,Sap Integration,NetWeaver,Edifact,IDOC",2 Days Ago,https://www.naukri.com/job-listings-sap-cloud-platform-integration-consultant-birlasoft-hyderabad-pune-bangalore-rural-8-to-13-years-130624000136,https://www.naukri.com/birlasoft-jobs-careers-152,JD for the requirement of SAP CPI (Cloud Platform Integration) Developer.   Minimum 8.0...,"Groovy Scripting, Cloud Platform Integration, Sap Pi Po, Sap Cpi, Sap Integration, NetWeaver, Edifact, IDOC",https://img.naukimg.com/logo_images/groups/v1/219806.gif
120624012602,Mean Stack Developer,Tech Mahindra,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bangalore Rural",3.7,28247  Reviews,"AngularJS,node,Mean Stack,MongoDB,Development,Mean Stack Development,Stack,Mean",2 Days Ago,https://www.naukri.com/job-listings-mean-stack-developer-tech-mahindra-hyderabad-pune-bangalore-rural-6-to-11-years-120624012602,https://www.naukri.com/tech-mahindra-jobs-careers-1066,Exp-4+ years. Primary Skills: Angular+NodeJS+AWS . Mode-Hybrid Mode. Notice-Immediate-1...,"AngularJS, node, Mean Stack, MongoDB, Development, Mean Stack Development, Stack, Mean",https://img.naukimg.com/logo_images/groups/v1/2114.gif
120624008011,Insurance Business Analyst,Infosys,7-12 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bangalore Rural",3.8,33083  Reviews,"Insurance,Insurance Analytics,Business Consulting,Business Analytics,Business Analysis,Consulting,Analytics,Analysis",3 Days Ago,https://www.naukri.com/job-listings-insurance-business-analyst-infosys-hyderabad-pune-bangalore-rural-7-to-12-years-120624008011,https://www.naukri.com/infosys-jobs-careers-11244,Full time MBA from top-tier business schools Consulting & advisory experience with top-...,"Insurance, Insurance Analytics, Business Consulting, Business Analytics, Business Analysis, Consulting, Analytics, Analysis",https://img.naukimg.com/logo_images/groups/v1/13832.gif
120624004771,React Developer,Infosys,3-8 Yrs,Not disclosed,"Hyderabad, Pune, Bangalore Rural",3.8,33083  Reviews,"CSS,ReactJS,Javascript,typescript,NodeJS,HTML,React.js,Node.js",3 Days Ago,https://www.naukri.com/job-listings-react-developer-infosys-hyderabad-pune-bangalore-rural-3-to-8-years-120624004771,https://www.naukri.com/infosys-jobs-careers-11244,Position Overview : We are looking for a developer with experience in ReactJS responsib...,"CSS, ReactJS, Javascript, typescript, NodeJS, HTML, React.js, Node.js",https://img.naukimg.com/logo_images/groups/v1/13832.gif
110624006338,Java Developer,TEKsystems,4-9 Yrs,Not disclosed,"Hyderabad, Pune, Bangalore Rural",,,"Java,Spring Boot,AWS,Microservices,spring,SQL,Java Development,Development",4 Days Ago,https://www.naukri.com/job-listings-java-developer-allegis-group-hyderabad-pune-bangalore-rural-4-to-9-years-110624006338,https://www.naukri.com/teksystems-jobs-careers-190692,A team-player with collaboration-oriented mindset is essentialExperience developing and...,"Java, Spring Boot, AWS, Microservices, spring, SQL, Java Development, Development",https://img.naukimg.com/logo_images/groups/v1/646230.gif
120624012828,Senior Full Stack Developer,Oracle,5-9 Yrs,Not disclosed,"Pune, Bangalore/ Bengaluru",3.8,4494  Reviews,"Angularjs,java,Javascript,React.Js,Fullstack Development,Full Stack,Java Fullstack,Python",2 Days Ago,https://www.naukri.com/job-listings-senior-full-stack-developer-oracle-pune-bangalore-bengaluru-5-to-9-years-120624012828,https://www.naukri.com/oracle-jobs-careers-6101,At least 3+ years of related professional experience in software development across the...,"Angularjs, java, Javascript, React.Js, Fullstack Development, Full Stack, Java Fullstack, Python",https://img.naukimg.com/logo_images/groups/v1/18850.gif
120624008379,Excellent Opportunity For  Data Engineer,Synechron,8-13 Yrs,Not disclosed,"Pune, Bengaluru",3.7,2426  Reviews,"Data Engineering,Hadoop,aws,SQL,Big Data Hadoop,etl,Data,Big Data",3 Days Ago,https://www.naukri.com/job-listings-excellent-opportunity-for-data-engineer-synechron-pune-bengaluru-8-to-13-years-120624008379,https://www.naukri.com/synechron-jobs-careers-443,"Additional benefits with experience in other AWS-native technologies like Redshift, AWS...","Data Engineering, Hadoop, aws, SQL, Big Data Hadoop, etl, Data, Big Data",https://img.naukimg.com/logo_images/groups/v1/419316.gif
120424009774,Dot Net Core Developer,Infosys,3-8 Yrs,Not disclosed,"Pune, Bangalore Rural",3.8,33083  Reviews,".Net Core,Node.Js,React.Js,Angular,.Net,Development,DoT,Core",1 Day Ago,https://www.naukri.com/job-listings-dot-net-core-developer-infosys-pune-bangalore-rural-3-to-8-years-120424009774,https://www.naukri.com/infosys-jobs-careers-11244,"Applications, . Master Of Technology, Master Of Engineering, Bachelor Of CompApplicatio...",".Net Core, Node.Js, React.Js, Angular, .Net, Development, DoT, Core",https://www.naukri.com/hotjobs/images/v3/infosys_nov13.gif
100624006952,Java Developer,Deutsche Bank,,Not disclosed,,4.0,2887  Reviews,"Java,Azure Cloud,GCP,Spring Boot,AWS,Microservices,Cloud,Boot",5 Days Ago,https://www.naukri.com/job-listings-java-developer-deutsche-bank-pune-bengaluru-9-to-12-years-100624006952,https://www.naukri.com/deutsche-bank-jobs-careers-39012,Job Description: Engineer is responsible for managing or performing work across multip...,"Java, Azure Cloud, GCP, Spring Boot, AWS, Microservices, Cloud, Boot",https://img.naukimg.com/logo_images/groups/v1/468918.gif
