"job_role";"company";"experience";"salary";"location";"rating";"reviews";"resposibilities";"job_link";"company_link"
"VMC Operator Chandapur| sadasiv pet| HYD Urgent vacancy";"Secure Industries";"2-4 Yrs";"250000 - 350000 PA.";"Hyderabad/Secunderabad";2.8;"35 Reviews";"Tool Room|VMC operator|Programming|Cutting Tools|Machine|mazatrol";"https://www.naukri.com/job-listings-vmc-operator-chandapur-sadasiv-pet-hyd-urgent-vacancy-secure-industries-hyderabad-secunderabad-2-to-4-years-021222007349";"https://www.naukri.com/secure-industries-jobs-careers-3420128"
"CNC Milling Programmer Chandapur| sadasiv pet| HYD Urgent vacancy";"Secure Industries";"5-6 Yrs";"400000 - 500000 PA.";"Hyderabad/Secunderabad";2.8;"35 Reviews";"VMC Programming and Operating|Tool Room|Programming|Cutting Tools|Machine|mazatrol";"https://www.naukri.com/job-listings-cnc-milling-programmer-chandapur-sadasiv-pet-hyd-urgent-vacancy-secure-industries-hyderabad-secunderabad-5-to-6-years-021222007308";"https://www.naukri.com/secure-industries-jobs-careers-3420128"
"CNC Turning Operator Chandapur| sadasiv pet| HYD Urgent vacancy";"Secure Industries";"2-4 Yrs";"250000 - 350000 PA.";"Hyderabad/Secunderabad";2.8;"35 Reviews";"Mazak|Fanuc Control|Tool Room|Programming|Cutting Tools|Machine|mazatrol";"https://www.naukri.com/job-listings-cnc-turning-operator-chandapur-sadasiv-pet-hyd-urgent-vacancy-secure-industries-hyderabad-secunderabad-2-to-4-years-021222007182";"https://www.naukri.com/secure-industries-jobs-careers-3420128"
"CNC Turning Programmer Chandapur| sadasiv pet| HYD Urgent vacancy";"Secure Industries";"5-6 Yrs";"400000 - 500000 PA.";"Hyderabad/Secunderabad";2.8;"35 Reviews";"Mazak|Fanuc Control|Programming|Cutting Tools|Tool Room|Machine|mazatrol";"https://www.naukri.com/job-listings-cnc-turning-programmer-chandapur-sadasiv-pet-hyd-urgent-vacancy-secure-industries-hyderabad-secunderabad-5-to-6-years-021222007138";"https://www.naukri.com/secure-industries-jobs-careers-3420128"
"WFH !! Tele-sales/Telemarketing----Freshers Can apply(work from home)";"Viska";"0-1 Yrs";"20000000 - 30000000 PA.";"Hybrid - Pune| Delhi / NCR| Mumbai (All Areas)";3.0;"9 Reviews";"Telesales|Communication Skills|Sales|Team Management|Negotiation|Client Relationship Management|Marketing|Public Speaking";"https://www.naukri.com/job-listings-wfh-tele-sales-telemarketing-freshers-can-apply-work-from-home-viska-pune-delhi-ncr-mumbai-all-areas-0-to-1-years-020123006832";"https://www.naukri.com/viska-jobs-careers-4959006"
"Sales Manager";"Assetmonk";"2-6 Yrs";"750000 - 1200000 PA.";"Hyderabad/Secunderabad";4.3;"2 Reviews";"Channel Sales Management|channel sales|Client Relationship Management|Mutual Funds Sales|Financial Advisory|Channel Management|Mutual Fund Operations|sales management";"https://www.naukri.com/job-listings-sales-manager-assetmonk-hyderabad-secunderabad-2-to-6-years-020123003075";"https://www.naukri.com/ingrow-hospitality-jobs-careers-123504951"
"International Voice Process Executive";"Sykes";"0-5 Yrs";"225000 - 275000 PA.";"Hyderabad/Secunderabad";3.5;"544 Reviews";"Communication Skills|Technical Support|International Voice Process|International Call Center|Bpo Voice";"https://www.naukri.com/job-listings-international-voice-process-executive-sykes-hyderabad-secunderabad-0-to-5-years-020123001661";"https://www.naukri.com/sykes-jobs-careers-135604"
"Senior Executive/ Executive Private Equity Fund Services";"TMF Group";"2-6 Yrs";"450000 - 750000 PA.";"Hybrid - Pune| Mumbai (All Areas)";4.0;"137 Reviews";"Private Equity|Investran|Fund Accounting|Hedge Funds|US GAAP|fund reporting|NAV Calculation|Fund Services";"https://www.naukri.com/job-listings-senior-executive-executive-private-equity-fund-services-tmf-group-pune-mumbai-all-areas-2-to-6-years-300721006137";"https://www.naukri.com/tmf-group-jobs-careers-1379982"
"Hiring For BD/ Front office officer For Golds Gym Hinjawadi/Bavdhan";"F2 Fun & Fitness";"0-2 Yrs";"175000 - 250000 PA.";"Jalgaon| Thane| Pune(Bavdhan)| Kalyan/Dombivli| Mumbai (All Areas)";3.3;"4 Reviews";"Front Office|Sales|Counter Sales|Retail Sales|bd|Front Desk|Receptionist Activities|membership";"https://www.naukri.com/job-listings-hiring-for-bd-front-office-officer-for-golds-gym-hinjawadi-bavdhan-f2-fun-fitness-jalgaon-thane-pune-kalyan-dombivli-mumbai-all-areas-0-to-2-years-291222008916";"https://www.naukri.com/f2-fun-fitness-jobs-careers-130832"
"Business Development Associate - Sales (Marathi)";"Nxtwave Disruptive Technologies";"0-2 Yrs";"350000 - 600000 PA.";"Nasik/Nashik| Pune| Mumbai (All Areas)";4.6;"149 Reviews";"Edtech|business development|sales|product demonstration|Insides Sales|relationship management|strong communication skills";"https://www.naukri.com/job-listings-business-development-associate-sales-marathi-nxtwave-disruptive-technologies-nasik-nashik-pune-mumbai-all-areas-0-to-2-years-291222008874";"https://www.naukri.com/nxtwave-disruptive-technologies-jobs-careers-6464318"
"Medical Advisor ( MD Pharmacology)";"Emcure";"2-5 Yrs";"1500000 - 1800000 PA.";"Mumbai| Pune";4.0;"1390 Reviews";"Md Pharmacology|Medical Affairs|Medico Marketing|Medical Advisor|Kol Management|Medical Services|CME";"https://www.naukri.com/job-listings-medical-advisor-md-pharmacology-emcure-pharmaceuticals-mumbai-pune-2-to-5-years-261222004606";"https://www.naukri.com/emcure-jobs-careers-14826"
"Business Development |  Direct Sales  | Upto 6 LPA";"O3 Hire";"1-6 Yrs";"150000 - 600000 PA.";"Pune| Ahmedabad| Mumbai (All Areas)";4.2;"95 Reviews";"sales|B2C|Field Sales|Admission Counselling|Client Relationship Management|Direct Sales|Education Counseling|Career Counselling";"https://www.naukri.com/job-listings-business-development-direct-sales-upto-6-lpa-o3-hire-pune-ahmedabad-mumbai-all-areas-1-to-6-years-141122011587";"https://www.naukri.com/o3-hire-jobs-careers-4426396"
"Structural Design Engineer";"International Design And Engineering Solutions Pvt . Ltd";"2-5 Yrs";"125000 - 600000 PA.";"Navi Mumbai| Pune";2.6;"6 Reviews";"steel structures|Cold Form Steel|Light Gauge Steel|Staad Pro";"https://www.naukri.com/job-listings-structural-design-engineer-international-design-and-engineering-solutions-pvt-ltd-navi-mumbai-pune-2-to-5-years-091222009635";"https://www.naukri.com/international-design-and-engineering-solutions-jobs-careers-12234"
"Business Development Executive";"Bright Brain";"1-3 Yrs";"200000 - 400000 PA.";"Hybrid - Pune| Mumbai (All Areas)";4.3;"4 Reviews";"Business Development|marketing strategy|Sales";"https://www.naukri.com/job-listings-business-development-executive-bright-brain-pune-mumbai-all-areas-1-to-3-years-090622008712";"https://www.naukri.com/bright-brain-jobs-careers-663775"
"Sales Manager Agency Sales";"AA Associates";"1-6 Yrs";"200000 - 600000 PA.";"Pune| Ahmedabad| Mumbai (All Areas)";4.0;"7 Reviews";"Life Insurance|general insurance sales|Agency Sales|Agent Recruitment|Health Insurance|property insurance|Fire Insurance|SME Sales";"https://www.naukri.com/job-listings-sales-manager-agency-sales-aa-associates-pune-ahmedabad-mumbai-all-areas-1-to-6-years-070123003890";"https://www.naukri.com/aa-associates-jobs-careers-3468910"
"Fire Fighting Engineer";"GS Peb  Civil Works";"2-5 Yrs";"100000 - 450000 PA.";"Mumbai| Pune";3.5;"27 Reviews";"Fire Fighting|Plumbing|MEP";"https://www.naukri.com/job-listings-fire-fighting-engineer-gs-peb-civil-works-mumbai-pune-2-to-5-years-060123005991";"https://www.naukri.com/gs-peb-civil-works-jobs-careers-5038302"
"Project Coordinator";"Escon Elevators Pvt. Ltd";"5-10 Yrs";"175000 - 500000 PA.";"Navi Mumbai| Pune| Mumbai (All Areas)";3.7;"246 Reviews";"mis reporting|project coordination";"https://www.naukri.com/job-listings-project-coordinator-escon-elevators-pvt-ltd-navi-mumbai-pune-mumbai-all-areas-5-to-10-years-050123009454";"https://www.naukri.com/escon-elevators-jobs-careers-31336"
"Urgent DT Engineers 4G on AZQ/TEMS - For Mumbai & Pune Location";"Teleysia Networks";"0-4 Yrs";"225000 - 300000 PA.";"Nasik/Nashik| Pune| Mumbai (All Areas)";3.5;"273 Reviews";"AZQ|rf drive test|tems|genex probe|test engineering";"https://www.naukri.com/job-listings-urgent-dt-engineers-4g-on-azq-tems-for-mumbai-pune-location-teleysia-networks-nasik-nashik-pune-mumbai-all-areas-0-to-4-years-040123013355";"https://www.naukri.com/teleysia-networks-jobs-careers-1530172"
"Corporate Sales Manager";"Zibbri India";"2-7 Yrs";"400000 - 700000 PA.";"Mumbai| Pune| Mumbai (All Areas)";2.6;"6 Reviews";"corporate sales management|B2B|consumer electronics|Bags|mobile accessories|business development management|B2B Sales|Sales Management";"https://www.naukri.com/job-listings-corporate-sales-manager-zibbri-india-mumbai-pune-mumbai-all-areas-2-to-7-years-040123006379";"https://www.naukri.com/zibbri-india-jobs-careers-4692836"
"Business Development Associate (Inside Branch Sales - Hdfc Banca)";"Wintax Solution";"1-6 Yrs";"225000 - 375000 PA.";"Jalgaon| Navi Mumbai| Pune| Sangli| Nanded| Mumbai (All Areas)";4.8;"240 Reviews";"Sales|BPO|Customer|BFSI|Inside Sales|Field Service|FMCG|Marketing";"https://www.naukri.com/job-listings-business-development-associate-inside-branch-sales-hdfc-banca-wintax-solution-jalgaon-navi-mumbai-pune-sangli-nanded-mumbai-all-areas-1-to-6-years-030123608459";"https://www.naukri.com/wintax-solution-jobs-careers-6379242"
"Education Sales Consultant";"Yes Germany Mumbai";"1-3 Yrs";"250000 - 400000 PA.";"Navi Mumbai| Pune(Baner)";4.0;"8 Reviews";"B2C Sales|Education Counseling|Admission Counselling|education counselling|Career Counselling|Counselling|Student Counseling|Educational Marketing";"https://www.naukri.com/job-listings-education-sales-consultant-yes-germany-mumbai-navi-mumbai-pune-1-to-3-years-030123005144";"https://www.naukri.com/yes-germany-mumbai-jobs-careers-5420426"
"Business Development Executive";"Yes Germany Mumbai";"2-4 Yrs";"300000 - 500000 PA.";"Navi Mumbai| Pune(Baner)";4.0;"8 Reviews";"business development|B2B Sales|Educational Sales|Sales|field marketing|Field Sales|regional sales|sales strategy";"https://www.naukri.com/job-listings-business-development-executive-yes-germany-mumbai-navi-mumbai-pune-2-to-4-years-030123004939";"https://www.naukri.com/yes-germany-mumbai-jobs-careers-5420426"
"Talent Acquisition Executive";"Grampro Business Services";"2-4 Yrs";"200000 - 350000 PA.";"Pune| Ahmedabad| Mumbai (All Areas)";3.2;"4 Reviews";"Mass Recruitment|Talent Acquisition";"https://www.naukri.com/job-listings-talent-acquisition-executive-grampro-business-services-pune-ahmedabad-mumbai-all-areas-2-to-4-years-020123006680";"https://www.naukri.com/grampro-business-services-jobs-careers-5576834"
"Business Development Associate - Presales (Marathi)";"Nxtwave Disruptive Technologies";"0-2 Yrs";"300000 - 500000 PA.";"Temp. WFH - Nasik/Nashik| Pune| Mumbai (All Areas)";4.6;"149 Reviews";"cold calling|lead generation|Inside Sales|lead qualification|business development|presales|sales|communication skills";"https://www.naukri.com/job-listings-business-development-associate-presales-marathi-nxtwave-disruptive-technologies-nasik-nashik-pune-mumbai-all-areas-0-to-2-years-301222009461";"https://www.naukri.com/nxtwave-disruptive-technologies-jobs-careers-6464318"
"Cyber Security Trainer";"Brainwork Techno Solutions (p) Ltd.";"5-10 Yrs";"500000 - 1000000 PA.";"Hybrid - Pune| Bangalore/Bengaluru| Delhi / NCR";2.5;"5 Reviews";"Malware Analysis|Digital Forensics|Threat Intelligence|Basics of Cyber Security|Alert Analysis|Raw log Analysis|End point Security|SIEM";"https://www.naukri.com/job-listings-cyber-security-trainer-brainwork-techno-solutions-p-ltd-pune-bangalore-bengaluru-delhi-ncr-5-to-10-years-050123004857";"https://www.naukri.com/brainwork-techno-solutions-jobs-careers-903192"
"Technical Support Associate Voice Process @ Pune";"Jobshop Consulting";"8-8 Yrs";"250000 - 450000 PA.";"Pune| Bangalore/Bengaluru";5.0;"28 Reviews";"BPO|Voice process|Basic|Technical Support Associate|Software installation|Hardware|Troubleshooting|Monitoring";"https://www.naukri.com/job-listings-technical-support-associate-voice-process-pune-jobshop-pune-bangalore-bengaluru-8-to-8-years-301222007437";"https://www.naukri.com/jobshop-consulting-jobs-careers-3019660"
"UX Designer";"Sterlite Technologies (STL)";"5-8 Yrs";"750000 - 1600000 PA.";"Pune| Bangalore/Bengaluru";4.2;"1195 Reviews";"ux design";"https://www.naukri.com/job-listings-ux-designer-sterlite-technologies-stl-pune-bangalore-bengaluru-5-to-8-years-291222003597";"https://www.naukri.com/sterlite-technologies-stl-jobs-careers-1523774"
"Tele Sales Executive";"Evernal Properties";"1-4 Yrs";"125000 - 200000 PA.";"Pune| Bangalore/Bengaluru";5.0;"2 Reviews";"real estate|Telemarketing|Residential Sales|Sales|telesales|calling|telecalling|Business Development";"https://www.naukri.com/job-listings-tele-sales-executive-evernal-properties-pune-bangalore-bengaluru-1-to-4-years-261222009061";"https://www.naukri.com/evernal-properties-jobs-careers-123593331"
"Trainer - Java/Software Testing";"Friends Union For Energising Lives";"1-6 Yrs";"350000 - 750000 PA.";"Pune| Ahmedabad| Bangalore/Bengaluru";3.3;"6 Reviews";"Training|java";"https://www.naukri.com/job-listings-trainer-java-software-testing-friends-union-for-energising-lives-pune-ahmedabad-bangalore-bengaluru-1-to-6-years-191022007136";"https://www.naukri.com/friends-union-for-energising-lives-jobs-careers-5118668"
"Sales and Marketing Engineer";"A1 Blowers India";"1-3 Yrs";"200000 - 250000 PA.";"Pune| Ahmedabad| Bangalore/Bengaluru";3.4;"3 Reviews";"Sales|Sales Analysis|Enquiry Management|Client Relationship Management|New Market Development|Marketing|Product Promotion|Business Planning";"https://www.naukri.com/job-listings-sales-and-marketing-engineer-a1-blowers-india-pvt-ltd-pune-ahmedabad-bangalore-bengaluru-1-to-3-years-050123010164";"https://www.naukri.com/a1-blowers-india-jobs-careers-123628173"
"Associate Principal Software Engineer| Technical Support";"Conga Software";"5-8 Yrs";"1900000 - 2750000 PA.";"Pune| Ahmedabad| Bangalore/Bengaluru";4.3;"44 Reviews";"Bug Fixing|technical support|troubleshooting skills|software engineering|salesforce|cpq";"https://www.naukri.com/job-listings-associate-principal-software-engineer-technical-support-conga-software-pune-ahmedabad-bangalore-bengaluru-5-to-8-years-031222004829";"https://www.naukri.com/apttus-jobs-careers-750835"
"Assistant Manager/Deputy Manager - Mechanical";"Nagarjuna Agrichem (NACL Industries)";"10-12 Yrs";"800000 - 950000 PA.";"Visakhapatnam| Hyderabad/Secunderabad| Pune| Mumbai (All Areas)";4.4;"164 Reviews";"Knowledge of SAP PM & MM Module & Experience of leading 20 to 25 people.";"https://www.naukri.com/job-listings-assistant-manager-deputy-manager-mechanical-nagarjuna-agrichem-nacl-industries-visakhapatnam-vizag-hyderabad-secunderabad-pune-mumbai-all-areas-10-to-12-years-020123000876";"https://www.naukri.com/nagarjuna-agrichem-nacl-industries-jobs-careers-89434"
"Data Engineer";"Thoughtwave Software And Solutions";"5-10 Yrs";"50000 - 150000 PA.";"Pune| Bangalore/Bengaluru";3.9;"12 Reviews";"Data Engineer|AWS|Hive|Hadoop|Kafka|Spark|Sql";"https://www.naukri.com/job-listings-data-engineer-thoughtwave-software-and-solutions-pune-bangalore-bengaluru-5-to-10-years-301222008625";"https://www.naukri.com/thoughtwave-and-solutions-jobs-careers-216874"
"Azure Developer";"Thoughtwave Software And Solutions";"3-8 Yrs";"50000 - 150000 PA.";"Pune| Bangalore/Bengaluru";3.9;"12 Reviews";"Azure Developer|Azure Kubernetes Services|Service Bug|Azure Services|CI / CD|Azure|APIM|DevOps";"https://www.naukri.com/job-listings-azure-developer-thoughtwave-software-and-solutions-pune-bangalore-bengaluru-3-to-8-years-291222007712";"https://www.naukri.com/thoughtwave-and-solutions-jobs-careers-216874"
"Dot Net Developer";"Thoughtwave Software And Solutions";"7-12 Yrs";"50000 - 200000 PA.";"Hybrid - Pune| Bangalore/Bengaluru";3.9;"12 Reviews";"DOT NET|.net core|asp.net|mvc|nhibernate";"https://www.naukri.com/job-listings-dot-net-developer-thoughtwave-software-and-solutions-pune-bangalore-bengaluru-7-to-12-years-291222007316";"https://www.naukri.com/thoughtwave-and-solutions-jobs-careers-216874"
"Site Reliability Engineer";"Thoughtwave Software And Solutions";"8-13 Yrs";"50000 - 150000 PA.";"Hybrid - Pune| Bangalore/Bengaluru";3.9;"12 Reviews";"Site Reliability Engineer|Puppet|Linux|Azure|Powershell|GCP|Shell|Ansible";"https://www.naukri.com/job-listings-site-reliability-engineer-thoughtwave-software-and-solutions-pune-bangalore-bengaluru-8-to-13-years-291222003888";"https://www.naukri.com/thoughtwave-and-solutions-jobs-careers-216874"
"Regional Operations Manager _Ahmedabad /Surat";"DTDC Express";"5-10 Yrs";"500000 - 1100000 PA.";"Nagpur| Indore| Pune| Ahmedabad";3.9;"1868 Reviews";"operations management|first mile|last mile";"https://www.naukri.com/job-listings-regional-operations-manager-ahmedabad-surat-dtdc-express-limited-nagpur-indore-pune-ahmedabad-5-to-10-years-161122000077";"https://www.naukri.com/dtdc-express-jobs-careers-337"
"Excellent Opportunity";"TeamLease";"4-9 Yrs";"500000 - 1300000 PA.";"Pune";4.0;"52 Reviews";"Active Directory|WinTEL|Windows";"https://www.naukri.com/job-listings-excellent-opportunity-teamlease-pune-4-to-9-years-231122007050";"https://www.naukri.com/teamlease-jobs-careers-1499"
"Senior Manager - Audit & Vigilance - Pune.";"Aye Finance";"6-10 Yrs";"600000 - 1000000 PA.";"Pune";4.3;"709 Reviews";"Rbi Reporting|Vigilance|Risk Analysis|Fraud Management|senior management|Team Handling|Audit";"https://www.naukri.com/job-listings-senior-manager-audit-vigilance-pune-aye-finance-pune-6-to-10-years-210922001219";"https://www.naukri.com/aye-finance-jobs-careers-1935364"
"Senior Manager - Sales (Closing)";"SOBHA";"8-12 Yrs";"900000 - 1400000 PA.";"Pune";4.0;"1218 Reviews";"Sales|Team Management|Sourcing|Closing|Real Estate Sales|Excellent Negotiation Skills|sale|Excellent Verbal And Written Communication Skills";"https://www.naukri.com/job-listings-senior-manager-sales-closing-sobha-pune-8-to-12-years-131222005193";"https://www.naukri.com/sobha-jobs-careers-1123"
"Virtual Drive | Lead AWS Devops Engineer | Pune";"Cybage";"8-11 Yrs";"850000 - 1850000 PA.";"Temp. WFH - Pune";4.0;"1167 Reviews";"CI/CD|AWS|Devops|docker|CI / CD|S3|EC2|SonarQube";"https://www.naukri.com/job-listings-virtual-drive-lead-aws-devops-engineer-pune-cybage-software-pvt-ltd-pune-8-to-11-years-121222907304";"https://www.naukri.com/cybage-jobs-careers-2065"
"Telecalling International Sales Executive Job Pune";"Advids";"0-4 Yrs";"175000 - 400000 PA.";"Temp. WFH - Nagpur| Nasik/Nashik| Pune";3.3;"92 Reviews";"Telesales|Online Sales|International Sales|Direct Sales|SAAS|New Business Development|Inside Sales|Marketing Campaigns";"https://www.naukri.com/job-listings-telecalling-international-sales-executive-pune-advids-nagpur-nasik-nashik-pune-0-to-4-years-070123006667";"https://www.naukri.com/advids-jobs-careers-1003180"
"Car Mechanic";"Adamp Motors";"0-2 Yrs";"125000 - 225000 PA. (Including Variable: 2.0%)";"Pune(Wakad)";5.0;"2 Reviews";"Mechanical|technician|carrepair|carservice";"https://www.naukri.com/job-listings-car-mechanic-adamp-motors-pune-0-to-2-years-070123004939";"https://www.naukri.com/adamp-motors-jobs-careers-5679224"
"Hiring For Commercial Executive - Pune Location";"Arya Omnitalk";"0-4 Yrs";"50000 - 275000 PA.";"Pune";4.1;"147 Reviews";"debtors|accounting|payment collection|reconciliation|Imprest Handling-reconciliation|commercial|ledgers|Payment Followup";"https://www.naukri.com/job-listings-hiring-for-commercial-executive-pune-location-arya-omnitalk-pune-0-to-4-years-060123010842";"https://www.naukri.com/arya-omnitalk-jobs-careers-86"
"Urgent opening For Educational Counselor/ BDE !!!";"Ignite Solution";"0-3 Yrs";"250000 - 400000 PA.";"Pune(Deccan Gymkhana)";4.1;"2 Reviews";"Education Counseling|counselling|Admission Counselling|Bde|passionate|Insides Sales|Bdm";"https://www.naukri.com/job-listings-urgent-opening-for-educational-counselor-bde-ignite-solution-pune-0-to-3-years-060123010275";"https://www.naukri.com/ignite-solution-jobs-careers-6142368"
"Inside Sales Executive | Fresher Online Sales Job Pune";"Advids";"0-4 Yrs";"175000 - 400000 PA.";"Temp. WFH - Nagpur| Nasik/Nashik| Pune";3.3;"92 Reviews";"Inside Sales|Online Sales|International Sales|Client Onboarding|Direct Sales|New Business Development|Marketing Campaigns|B2B Sales";"https://www.naukri.com/job-listings-inside-sales-executive-fresher-online-sales-pune-advids-nagpur-nasik-nashik-pune-0-to-4-years-060123007249";"https://www.naukri.com/advids-jobs-careers-1003180"
"Graphic Designer/ UI/UX Designer";"Hummingbird Web Solutions";"0-1 Yrs";"350000 - 400000 PA.";"Pune";3.6;"27 Reviews";"Photoshop|Web Designing|Graphic Designing|Adobe XD";"https://www.naukri.com/job-listings-graphic-designer-ui-ux-designer-hummingbird-web-solutions-pune-0-to-1-years-060123006599";"https://www.naukri.com/hummingbird-web-solutions-jobs-careers-1578124"
"Marketing Executive - Pune";"ASG Eye Hospital";"0-4 Yrs";"125000 - 200000 PA.";"Pimpri-Chinchwad| Pune";3.9;"270 Reviews";"marketing executive|pharma marketing|Business Development|Direct Marketing|pharma sales|Relationship Management|branding|relationship executive";"https://www.naukri.com/job-listings-marketing-executive-pune-asg-eye-hospital-pimpri-chinchwad-pune-0-to-4-years-060123005503";"https://www.naukri.com/asg-eye-hospital-jobs-careers-1063718"
"Illustrator Jobs | Storyboard Illustration Job Nagpur";"Advids";"0-4 Yrs";"200000 - 500000 PA.";"Temp. WFH - Nagpur| Pune| Aurangabad";3.3;"92 Reviews";"Art|Storyboarding|Illustration|2D Artist|Illustrator|Character Designing|Art Direction|2D Animation";"https://www.naukri.com/job-listings-illustrator-jobs-storyboard-illustration-nagpur-advids-nagpur-pune-aurangabad-0-to-4-years-050123011094";"https://www.naukri.com/advids-jobs-careers-1003180"
"2D Character Animation Jobs | 2D Motion Graphics Artist Job Pune";"Advids";"0-4 Yrs";"200000 - 350000 PA.";"Temp. WFH - Nagpur| Pune| Aurangabad";3.3;"92 Reviews";"Character Animation|2D Animation|Aftereffects|2D Animator|Adobe After Effects|Motion Designing|Motion Designer|Visualiser";"https://www.naukri.com/job-listings-2d-character-animation-jobs-2d-motion-graphics-artist-pune-advids-nagpur-pune-aurangabad-0-to-4-years-050123010908";"https://www.naukri.com/advids-jobs-careers-1003180"
"Travel Consultant";"TRAVELPACK";"0-4 Yrs";"175000 - 275000 PA.";"Pune| Margao| Vadodara";3.7;"2 Reviews";"FLIGHT RESERVATION|Travel|ticketing|customer service";"https://www.naukri.com/job-listings-travel-consultant-travelpack-pune-margao-vadodara-baroda-0-to-4-years-050123007942";"https://www.naukri.com/first-european-infotech-india-jobs-careers-611441"
"Assistant Manager";"Cybage";"6-11 Yrs";"800000 - 1300000 PA.";"Pune";4.0;"1167 Reviews";"six sigma|quality management|ISO 9000|Software Quality Assurance|cmmi|Analytical|Scrum|SAFe Agile";"https://www.naukri.com/job-listings-assistant-manager-cybage-pune-6-to-11-years-050123006623";"https://www.naukri.com/cybage-jobs-careers-2065"
"Data Processing Executive";"SG Analytics";"2-5 Yrs";"300000 - 800000 PA.";"Pune";3.8;"245 Reviews";"SPSS|Excel|Data Processing|Charting|Tabulations";"https://www.naukri.com/job-listings-data-processing-executive-sg-analytics-pune-2-to-5-years-040123010252";"https://www.naukri.com/sg-analytics-jobs-careers-450279"
"Cybage Software : Hiring For Java Production Support Role";"Cybage";"5-8 Yrs";"50000 - 300000 PA.";"Hybrid - Pune";4.0;"1167 Reviews";"Java Production Support|Linux|Java|SQL queries|comm|JVM|azure|SQL";"https://www.naukri.com/job-listings-cybage-software-hiring-for-java-production-support-role-cybage-pune-5-to-8-years-040123007689";"https://www.naukri.com/cybage-jobs-careers-2065"
"Rebates Analyst";"Smith Nephew";"2-5 Yrs";"500000 - 700000 PA.";"Hybrid - Pune";4.0;"106 Reviews";"Rebate Analyst|Contract Management|Contract Administration";"https://www.naukri.com/job-listings-rebates-analyst-smith-nephew-pune-2-to-5-years-030123009150";"https://www.naukri.com/smith-nephew-jobs-careers-3269212"
"Desktop Support Engineer L1 and L2";"TeamLease";"1-6 Yrs";"50000 - 300000 PA.";"Pune";4.0;"52 Reviews";"CCNA|MCSA|Networking|field work|Troubleshooting";"https://www.naukri.com/job-listings-desktop-support-engineer-l1-and-l2-teamlease-pune-1-to-6-years-020123006530";"https://www.naukri.com/teamlease-jobs-careers-1499"
"Hiring For Client Marketing@Shiksha.com || Pune";"Info Edge";"1-5 Yrs";"300000 - 800000 PA.";"Pune";4.0;"1750 Reviews";"Campaign Planning|Campaign Management|Client Account Management|Client Management|customer success manager|customer success|Campaign Development|Affiliate Marketing";"https://www.naukri.com/job-listings-hiring-for-client-marketing-shiksha-com-pune-info-edge-india-ltd-pune-1-to-5-years-010422007893";"https://www.naukri.com/info-edge-jobs-careers-1407"
"IS - SAP BTP Developer or Consultant.";"Srivango";"3-8 Yrs";"600000 - 1600000 PA.";"Hyderabad/Secunderabad| Pune| Bangalore/Bengaluru";5.0;"2 Reviews";"SAP BTP";"https://www.naukri.com/job-listings-is-sap-btp-developer-or-consultant-srivango-hyderabad-secunderabad-pune-bangalore-bengaluru-3-to-8-years-310322009422";"https://www.naukri.com/srivango-jobs-careers-4273160"
"IS - Sterling Integrator Developer or Consultant.";"Srivango";"3-8 Yrs";"600000 - 1400000 PA.";"Hyderabad/Secunderabad| Pune| Bangalore/Bengaluru";5.0;"2 Reviews";"Sterling Integrator";"https://www.naukri.com/job-listings-is-sterling-integrator-developer-or-consultant-srivango-hyderabad-secunderabad-pune-bangalore-bengaluru-3-to-8-years-310322007215";"https://www.naukri.com/srivango-jobs-careers-4273160"
"IS - SAP MDG Consultant";"Srivango";"3-8 Yrs";"600000 - 1300000 PA.";"Hyderabad/Secunderabad| Pune| Bangalore/Bengaluru";5.0;"2 Reviews";"Sap Mdg";"https://www.naukri.com/job-listings-is-sap-mdg-consultant-srivango-hyderabad-secunderabad-pune-bangalore-bengaluru-3-to-8-years-310322003082";"https://www.naukri.com/srivango-jobs-careers-4273160"
"IS - Salesforce Developer";"Srivango";"3-8 Yrs";"1000000 - 2000000 PA.";"Hyderabad/Secunderabad| Pune| Bangalore/Bengaluru";5.0;"2 Reviews";"Salesforce|Lightning|Aura";"https://www.naukri.com/job-listings-is-salesforce-developer-srivango-hyderabad-secunderabad-pune-bangalore-bengaluru-3-to-8-years-300621007380";"https://www.naukri.com/srivango-jobs-careers-4273160"
"IS - Sterling OMS Developer or Consultant.";"Srivango";"3-8 Yrs";"600000 - 1600000 PA.";"Hyderabad/Secunderabad| Pune| Bangalore/Bengaluru";5.0;"2 Reviews";"Sterling OMS";"https://www.naukri.com/job-listings-is-sterling-oms-developer-or-consultant-srivango-hyderabad-secunderabad-pune-bangalore-bengaluru-3-to-8-years-300621006873";"https://www.naukri.com/srivango-jobs-careers-4273160"
"IS - Pega Developer";"Srivango";"3-8 Yrs";"600000 - 1600000 PA.";"Hyderabad/Secunderabad| Pune| Bangalore/Bengaluru";5.0;"2 Reviews";"Pega";"https://www.naukri.com/job-listings-is-pega-developer-srivango-hyderabad-secunderabad-pune-bangalore-bengaluru-3-to-8-years-300621006830";"https://www.naukri.com/srivango-jobs-careers-4273160"
